Level,id,Wissenschaftlicher Name,Name,Euring,Species id,Familie,Artengruppe,Artstatus,Datum,Zeit,Erfassungsdatum,Typ des Meldesystems,versteckt bis,hide level,Anzahl,Geschlecht,Stadium,Aktivität,31468-X,31468-Y,Lon,Lat,Genauigkeit,Biotop,Gebiet,Bundesland,Provinz,Benutzer,Admin,Status,sicher,"entflohen, ausgesetzt oder angepflanzt",Methode,link,Bemerkungen,Bemerkungen zum Ort,Tagesliste,Foto
+,191700791,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,15:31,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,391","5,650,831","712,808,656,692,505","508,909,759,521,484",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700791,,,0,N
+,191700792,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,15:22,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,429","5,650,810","712,863,683,700,562","50,890,811,920,166",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700792,,,0,N
+,191700793,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,15:20,18/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,443","5,650,799","712,884,902,954,102","508,907,203,674,316",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700793,,,0,N
+,191700794,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,15:10,18/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,434","5,650,767","712,875,127,792,358","508,904,266,357,422",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191700794,,,0,N
+,195176195,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,20:11,28/06/2020,ObsMapp,01/01/2007,0,20,unbekannt,unbekannt,singend,"4,255,325","5,764,526","843,840,217,590,332","519,607,353,210,449",25, onbekend,BRD - BI Bielefeld (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/195176195,,,0,N
+,195176196,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,19:10,28/06/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,anwesend,"4,255,926","5,766,226","84,459,342,956,543","519,762,496,948,242",25, onbekend,BRD - BI Bielefeld (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/195176196,,,0,N
+,195176197,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,19:09,28/06/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,anwesend,"4,256,260","5,766,397","845,066,356,658,936","519,779,243,469,238",25, onbekend,BRD - BI Bielefeld (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/195176197,,,0,N
+,195176198,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,19:07,28/06/2020,ObsMapp,01/01/2007,0,4,unbekannt,unbekannt,anwesend,"4,256,545","5,766,345","845,483,589,172,363","519,775,848,388,672",25, onbekend,BRD - BI Bielefeld (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/195176198,,,0,N
+,195176199,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,18/05/2020,18:58,28/06/2020,ObsMapp,01/01/2007,0,5,unbekannt,unbekannt,singend,"4,257,585","5,766,853","846,958,255,767,822","519,825,973,510,742",25, onbekend,BRD - BI Bielefeld (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,Bernd Meier,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/195176199,,,0,N
+,191783214,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:44,19/05/2020,ObsMapp,01/01/2007,0,3,unbekannt,unbekannt,singend,"4,157,652","5,650,654","713,194,561,004,639","508,895,454,406,738",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783214,,,0,N
+,191783215,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:32,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,586","5,650,787","713,087,893","5,089,070,129",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783215,"""""",,0,N
+,191783216,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:30,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,650","5,650,754","713,181,972,503,662","50,890,438,079,834",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783216,,,0,N
+,191783217,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:30,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,677","5,650,743","713,220,643,997,192","508,903,541,564,941",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783217,,,0,N
+,191783218,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:29,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,685","5,650,741","713,232,421,875","508,903,465,270,996",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783218,,,0,N
+,191783219,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:27,19/05/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,157,707","5,650,730","713,264,560,699,463","508,902,587,890,625",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783219,,,0,N
+,191783220,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:26,19/05/2020,ObsMapp,01/01/2007,0,5,männlich,unbekannt,singend,"4,157,740","5,650,701","713,314,056","5,089,001,846",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783220,"""""",,0,N
+,191783221,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:20,19/05/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,157,785","5,650,681","713,380,146,026,611","508,898,658,752,441",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783221,,,0,N
+,191783222,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:19,19/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,748","5,650,701","713,325,786,590,576","508,900,184,631,348",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783222,,,0,N
+,191783223,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:19,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,739","5,650,709","713,311,672,210,693","508,900,909,423,828",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783223,,,0,N
+,191783224,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:17,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,687","5,650,739","713,236,284,255,981","50,890,323,638,916",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783224,,,0,N
+,191783225,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:15,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,662","5,650,753","713,198,518,753,052","508,904,342,651,367",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783225,,,0,N
+,191783226,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:13,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,599","5,650,775","713,108,158,111,572","508,905,944,824,219",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783226,,,0,N
+,191783227,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:13,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,anwesend,"4,157,596","5,650,778","713,103,151,321,411","508,906,211,853,027",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783227,,,0,N
+,191783228,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:10,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,556","5,650,783","713,045,740,127,564","508,906,402,587,891",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783228,,,0,N
+,191783229,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:10,19/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,576","5,650,769","713,075,160,980,225","508,905,258,178,711",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783229,,,0,N
+,191783230,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:04,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,673","5,650,721","713,217,878,341,675","508,901,596,069,336",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783230,,,0,N
+,191783231,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,18:01,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,733","5,650,693","713,305,759,429,932","508,899,383,544,922",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783231,,,0,N
+,191783232,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:59,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,782","5,650,664","713,376,760,482,788","508,897,094,726,563",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783232,,,0,N
+,191783233,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:54,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,760","5,650,675","713,344,621,658,325","508,898,010,253,906",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783233,,,0,N
+,191783234,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:53,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,744","5,650,682","713,321,876,525,879","508,898,468,017,578",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783234,,,0,N
+,191783235,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:53,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,735","5,650,687","713,308,477,401,733","508,898,887,634,277",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783235,,,0,N
+,191783236,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:48,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,614","5,650,751","713,130,760,192,871","508,903,923,034,668",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783236,,,0,N
+,191783237,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:47,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,560","5,650,777","713,052,177,429,199","508,905,906,677,246",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783237,,,0,N
+,191783238,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:43,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,574","5,650,757","713,074,541,091,919","508,904,190,063,477",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783238,,,0,N
+,191783239,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:43,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,577","5,650,751","713,079,214,096,069","508,903,694,152,832",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783239,,,0,N
+,191783240,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:42,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,595","5,650,746","713,104,057,312,012","508,903,388,977,051",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783240,,,0,N
+,191783241,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:42,19/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,603","5,650,735","713,116,598,129,272","508,902,435,302,734",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783241,,,0,N
+,191783242,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:39,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,706","5,650,679","713,267,755,508,423","508,897,972,106,934",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783242,,,0,N
+,191783243,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:38,19/05/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,157,731","5,650,668","713,304,853,439,331","508,897,171,020,508",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783243,,,0,N
+,191783244,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:34,19/05/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,782","5,650,643","713,378,763,198,853","508,895,263,671,875",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783244,,,0,N
+,191783245,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:34,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,775","5,650,647","713,369,035,720,825","508,895,530,700,684",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783245,,,0,N
+,191783246,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:32,19/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,734","5,650,665","713,309,240,341,187","508,896,942,138,672",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783246,,,0,N
+,191783247,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:31,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,670","5,650,690","713,216,829,299,927","508,898,811,340,332",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783247,,,0,N
+,191783248,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:28,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,592","5,650,737","713,101,720,809,937","508,902,549,743,652",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783248,,,0,N
+,191783249,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:27,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,580","5,650,747","713,083,982,467,651","508,903,388,977,051",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783249,,,0,N
+,191783250,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:25,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,503","5,650,779","712,971,258,163,452","508,905,792,236,328",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783250,,,0,N
+,191783251,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:17,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,473","5,650,776","712,928,628,921,509","508,905,334,472,656",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783251,,,0,N
+,191783252,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,17:16,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,490","5,650,766","712,954,425,811,768","50,890,453,338,623",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783252,,,0,N
+,191783253,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,16:54,19/05/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,157,580","5,650,722","713,086,271,286,011","508,901,138,305,664",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783253,,,0,N
+,191783254,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,16:53,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,607","5,650,710","713,125,324,249,268","50,890,022,277,832",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783254,,,0,N
+,191783255,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,16:52,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,631","5,650,693","713,161,039,352,417","508,898,811,340,332",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783255,,,0,N
+,191783256,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,16:50,19/05/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,157,691","5,650,661","713,248,300,552,368","508,896,293,640,137",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783256,,,0,N
+,191783257,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,19/05/2020,16:48,19/05/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,768","5,650,627","713,360,357,284,546","508,893,699,645,996",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/191783257,,,0,N
